id,second
02231,1.8
02232,9.2
02233,22.1
02234,13.4
02235,12.5
02236,15.3
02237,2.4
02238,0.1
02239,1.0
02240,1.0
02241,14.0
02242,7.6
02243,0.4
02244,12.1
02245,0.4
02246,6.9
02248,3.2
02249,4.1
02250,12.1
02251,22.3
02252,11.2
02253,6.6
02254,19.8
02255,7.5
02256,13.6
02257,0.5
02258,5.8
02259,8.2
02260,1.9
02261,7.7
02262,0.0
02263,11.1
02264,3.7
02265,13.3
02266,10.7
02267,6.1
02268,9.7
02269,5.5
02270,5.1
02271,13.2
02272,12.2
02273,1.2
02274,4.5
02275,3.0
02276,26.0
02277,8.3
02278,5.4
02279,9.5
02280,6.4
02281,12.6
02282,0.5
02283,5.1
02284,32.1
02286,3.4
02287,1.3
02288,0.6
02289,9.3
02290,2.7
02291,2.8
02292,1.3
02293,1.2
02294,0.0
02295,5.2
02296,0.6
02297,0.0
02298,1.5
02299,4.1
02301,4.5
02302,8.6
02303,1.7
02304,1.4
02305,1.9
02306,6.0
02307,4.6
02308,5.7
02309,3.9
02310,5.6
02311,12.1
02312,2.1
02313,2.2
02315,1.9
02316,19.4
02317,1.1
02318,4.6
02319,1.9
02320,0.0
02321,2.0
02322,1.2
02323,3.6
02324,6.9
02325,8.6
02326,6.0
02327,5.3
02328,1.7
02329,2.6
02330,0.0
02331,10.6
02332,5.8
02333,8.6
02334,1.0
02335,1.1
02336,3.7
02337,3.5
02338,4.7
02339,5.0
02340,0.3
02341,1.4
02342,7.6
02343,0.0
02344,8.4
02345,0.0
02346,3.3
02347,6.0
02348,5.6
02349,10.0
02350,2.9
02351,25.9
02352,4.0
02353,0.5
02354,18.6
02355,0.3
02356,10.0
02357,10.0
02358,9.8
02359,0.0
02360,1.3
02361,1.3
02362,6.0
02363,7.7
02364,8.7
02366,6.1
02367,3.7
02368,9.3
02369,12.5
02370,4.4
02371,0.3
02372,3.8
02373,5.5
02374,0.3
02375,11.9
02376,8.4
02377,12.2
02378,5.4
02379,2.9
02380,4.9
02381,0.9
02382,0.4
02383,0.8
02384,15.9
02385,13.3
02386,9.4
02387,1.1
02388,20.1
02389,10.7
02390,7.6
02391,21.4
02392,7.9
02393,14.3
02395,9.2
02396,23.5
02397,0.7
02398,0.8
02399,2.9
02400,8.4
02401,7.2
02402,0.0
02403,8.5
02404,10.3
02405,10.7
02406,15.9
02407,4.1
02408,1.5
02409,7.0
02410,10.2
02411,11.1
02412,18.4
02413,2.8
02414,12.9
02415,11.6
02416,6.8
02417,0.0
02418,17.8
02419,10.1
02420,0.8
02421,4.9
02422,3.2
02423,6.7
02424,0.0
02425,10.2
02426,0.4
02427,10.0
02428,14.1
02429,5.2
02430,3.8
02431,4.6
02432,8.7
02433,1.9
02434,11.8
02435,12.1
02438,10.0
02439,3.9
02440,2.7
02441,24.7
02442,15.3
02443,3.7
02444,1.7
02445,6.3
02446,0.0
02447,9.6
02448,7.5
02449,4.7
02450,8.7
02451,0.0
02452,5.9
02453,8.3
02454,3.9
02455,15.9
02456,11.2
02457,2.4
02458,20.7
02459,5.2
02460,6.9
02461,3.2
02462,14.3
02463,21.7
02464,4.2
02465,14.1
02466,9.6
02467,10.6
02468,1.8
02469,11.9
02470,5.2
02471,10.2
02472,6.3
02473,2.4
02474,3.2
02475,3.1
02476,7.5
02477,1.5
02478,2.8
02479,2.8
02480,1.4
02481,1.0
02482,5.7
02483,3.4
02484,7.8
02485,0.0
02486,4.3
02487,1.9
02488,2.8
02489,3.3
02490,15.0
02491,7.3
02492,8.9
02493,2.3
02494,10.2
02495,3.3
02496,8.7
02497,1.9
02498,8.2
02499,0.0
02500,3.4
02501,15.9
02502,1.1
02503,0.5
02504,1.2
02505,13.2
02506,16.7
02507,10.9
02508,8.8
02509,15.8
02510,12.9
02511,5.4
02512,17.7
02513,2.6
02514,7.6
02515,12.7
02516,5.6
02517,3.1
02518,17.1
02519,11.3
02520,7.5
02521,4.7
02522,31.6
02523,7.4
02524,6.7
02525,1.9
02526,13.7
02527,6.8
02528,12.3
02529,1.2
02530,9.9
02531,16.3
02532,0.7
02533,14.1
02534,0.0
02535,11.4
02536,8.9
02537,8.2
02538,10.8
02539,0.3
02540,2.1
02541,3.2
02542,3.1
02543,2.6
02544,4.4
02545,1.4
02546,9.0
02547,22.2
02548,4.2
02549,0.0
02550,87.8
02551,4.3
02552,0.0
02553,1.7
02554,1.4
02555,3.8
02556,13.3
02557,15.7
02558,1.4
02559,3.1
02560,7.5
02561,1.5
02562,12.8
02563,9.6
02564,1.5
02565,10.0
02566,0.5
02567,6.4
02568,24.7
02569,4.6
02570,3.2
02571,0.3
02572,3.0
02573,9.3
02574,2.6
02575,1.4
02576,4.1
02577,21.6
02578,7.5
02579,15.8
02580,3.4
02581,8.2
02582,19.6
02583,15.4
02584,6.8
02585,7.9
02586,24.3
02587,1.4
02588,46.8
02589,5.5
02590,19.8
02591,6.0
02592,13.2
02593,1.3
02594,1.5
02595,4.1
02596,3.4
02597,6.2
02598,5.9
02599,0.0
02600,7.1
02601,7.4
02602,1.5
02604,0.0
02605,6.8
02606,20.5
02607,3.1
02608,12.6
02609,23.1
02610,2.8
02612,9.3
02613,5.0
02614,4.3
02615,0.8
02616,8.5
02617,0.9
02618,1.3
02619,1.5
02620,11.0
02621,4.4
02622,0.0
02623,5.3
02624,9.5
02625,15.5
02626,3.5
02627,3.7
02628,18.7
02629,8.1
02631,9.7
02632,12.9
02633,6.5
02634,4.7
02635,4.5
02636,4.1
02637,0.0
02638,4.5
02639,4.1
02640,1.0
02641,6.9
02642,25.6
02643,22.0
02644,13.9
02645,13.0
02646,3.7
02647,5.1
02648,1.4
02649,2.4
02650,3.0
02651,13.5
02652,0.0
02653,4.0
02654,8.9
02655,8.1
02656,7.4
02657,3.1
02658,0.0
02659,0.5
02660,25.0
02661,8.3
02662,13.1
02663,4.6
02664,27.4
02665,9.4
02666,3.3
02667,1.7
02668,3.3
02669,20.8
02670,19.7
02671,3.3
02672,9.2
02673,6.5
02674,17.5
02675,8.0
02676,3.0
02677,22.5
02678,8.2
02679,14.9
02680,1.3
02681,6.3
02682,8.6
02683,6.8
02684,2.1
02685,7.1
02686,5.1
02687,16.0
02688,15.3
02689,17.9
02690,8.8
02691,0.7
02693,13.6
02694,1.9
02695,18.9
02696,22.3
02697,1.3
02698,8.5
02699,12.1
02701,5.4
02702,0.4
02703,1.5
02704,7.4
02705,6.0
02706,2.3
02707,4.9
02708,4.4
02709,3.1
02710,1.3
02711,1.7
02712,13.8
02713,9.6
02714,3.2
02715,14.2
02716,2.4
02717,2.2
02718,23.6
02719,0.7
02720,1.5
02721,2.4
02722,1.0
02723,0.0
02724,4.2
02725,5.2
02726,1.4
02727,6.4
02728,14.6
02729,23.0
02730,4.4
02731,12.1
02732,4.9
02733,3.1
02734,15.3
02735,28.6
02736,7.0
02737,6.6
02738,0.5
02739,3.9
02740,11.2
02741,2.6
02742,0.0
02743,5.5
02744,26.7
02745,1.8
02746,2.0
02747,8.1
02748,7.0
02749,8.1
02750,7.1
02751,1.7
02752,0.9
02753,7.3
02754,10.3
02755,1.8
02756,1.1
02757,3.3
02758,2.8
02759,2.4
02760,5.5
02761,7.5
02762,18.3
02763,6.0
02764,25.6
02765,2.1
02766,5.5
02767,6.5
02768,9.4
02769,2.9
02770,1.8
02771,16.4
02772,1.7
02773,19.8
02774,0.0
02775,4.9
02776,5.3
02777,25.1
02778,5.8
02779,11.8
02780,0.2
02781,1.3
02782,4.8
02783,5.9
02784,12.9
02785,2.7
02786,3.1
02787,1.5
02788,2.8
02789,0.4
02790,2.2
02791,4.1
02792,18.5
02793,7.9
02794,15.8
02795,1.5
02796,17.7
02797,3.0
02798,6.6
02799,9.3
02800,5.9
02801,7.6
02802,11.2
02803,6.8
02804,3.4
02805,0.9
02806,10.6
02807,3.8
02808,2.9
02809,9.8
02810,0.7
02811,3.3
02812,15.3
02813,5.5
02814,5.3
02815,2.0
02816,9.7
02817,8.4
02818,2.9
02819,11.0
02820,2.2
02821,1.3
02822,13.5
02823,6.9
02824,5.6
02826,5.2
02827,6.6
02828,0.0
02829,9.7
02830,1.6
02831,3.5
02832,4.4
02833,3.5
02834,0.0
03-01,3.4
03-02,19.6
03-03,15.1
03-04,3.7
03-05,11.0
03-06,19.4
03-07,16.7
03-08,23.9
03-11,18.0
03-12,11.6
03-13,4.8
03-14,13.0
03-15,6.0
03-16,11.8
03-19,3.9
03001,2.5
03002,7.4
03003,12.2
03004,16.4
03005,12.5
03006,37.6
03007,14.2
03008,25.3
03009,11.4
03010,12.2
03011,6.5
03012,12.6
03013,0.7
03014,21.9
03015,7.1
03016,12.4
03017,25.0
03018,7.6
03019,5.9
03020,28.8
03021,17.9
03022,14.5
03023,4.5
03024,28.2
03025,2.3
03026,7.6
03027,7.3
03028,8.2
03029,7.1
03030,5.3
03031,12.5
03032,17.7
03033,3.7
03034,6.4
03035,15.2
03036,11.6
03037,23.6
03038,11.9
03039,8.3
03040,0.7
03041,28.5
03042,17.9
03043,6.8
03044,7.7
03045,9.2
03046,14.7
03047,16.0
03048,14.3
03049,11.8
03050,37.7
03051,17.8
03052,2.7
03053,11.2
03054,6.0
03055,4.7
03056,18.7
03057,9.9
03058,25.3
03059,12.7
03060,1.8
03061,10.5
03062,29.5
03063,2.4
03064,27.0
03065,8.7
03066,35.7
03067,27.6
03068,19.8
03069,11.8
03070,21.5
03071,25.9
03072,9.6
03073,2.7
03074,1.8
03075,13.7
03076,4.1
03077,42.1
03078,44.5
03079,13.0
03080,1.1
03081,18.8
03082,2.5
03083,6.6
03084,4.4
03085,2.3
03086,7.2
03087,20.1
03088,11.2
03089,44.3
03090,11.6
03091,7.9
03092,8.9
03093,2.4
03094,1.2
03095,1.4
03096,28.4
03097,11.5
03098,5.2
03099,27.3
03100,4.8
03101,1.0
03102,4.8
03103,5.7
03104,6.3
03105,18.3
03106,6.5
03107,15.5
03108,26.7
03109,3.4
03110,2.9
03111,2.5
03112,8.6
03113,22.0
03114,4.5
03115,13.9
03116,15.4
03117,12.5
03118,3.0
03119,8.7
03120,4.8
03121,1.4
03122,19.2
03123,12.3
03124,6.4
03125,38.3
03126,2.5
03127,25.8
03128,3.9
03129,17.9
03130,31.5
03131,12.4
03132,13.8
03133,14.6
03134,19.2
03135,28.4
03136,6.7
03137,15.2
03138,3.1
03139,58.4
03140,1.3
03141,40.6
03142,32.0
03143,14.7
03144,7.8
03145,5.4
03146,18.7
03147,19.1
03148,6.5
03149,9.4
03150,29.1
03151,26.7
03152,28.3
03153,17.0
03154,13.6
03155,7.9
03156,3.6
03157,3.3
03158,9.8
03159,3.8
03160,8.6
03161,16.8
03162,11.2
03163,9.3
03164,12.6
03165,9.1
03166,15.3
03167,28.2
03168,20.4
03169,10.8
03170,18.6
03171,10.5
03172,24.9
03173,3.7
03174,11.0
03175,19.7
03176,12.5
03177,13.9
03178,15.6
03179,17.4
03180,3.3
03181,25.5
03182,10.0
03183,3.6
03184,4.8
03185,1.8
03186,3.8
03187,7.9
03188,2.9
03189,17.1
03190,2.5
03191,24.4
03192,38.6
03193,24.3
03194,25.0
03195,30.8
03196,13.0
03197,6.6
03198,20.9
03200,1.8
03201,13.2
03202,19.3
03203,11.9
03204,3.5
03205,3.7
03206,30.7
03207,12.0
03208,4.6
03209,6.9
03210,22.9
03211,1.6
03212,3.7
03213,7.7
03214,7.5
03215,4.1
03216,16.0
03217,3.1
03218,21.3
03219,14.2
03220,16.3
03221,17.3
03222,29.3
03223,4.1
03224,38.9
03225,16.7
03226,14.6
03227,7.4
03228,42.6
03229,4.6
03230,3.0
03231,24.7
03232,2.1
03233,5.6
03234,10.6
03235,5.8
03236,2.6
03237,14.4
03238,16.0
03239,10.2
03240,12.5
03241,12.5
03242,2.2
03243,10.0
03244,23.6
03245,11.3
03246,3.0
03247,5.0
03248,56.5
03249,27.4
03250,13.2
03251,26.9
03252,2.9
03253,7.9
03254,2.6
03255,6.3
03256,10.4
03257,6.4
03258,2.9
03259,16.4
03260,12.1
03261,8.5
03262,1.1
03263,15.8
03264,1.2
03265,10.2
03266,6.2
03267,7.0
03268,7.5
03269,6.3
03270,19.0
03271,4.1
03272,13.0
03273,0.0
03274,13.0
03275,4.1
03276,28.8
03277,18.3
03278,15.2
03279,19.3
03280,16.8
03281,16.0
03282,19.7
03283,5.7
03284,17.8
03285,27.3
03286,2.7
03287,8.7
03288,20.1
03289,5.6
03290,2.4
03291,15.6
03292,6.8
03293,25.2
03294,24.6
03295,19.1
03296,26.3
03297,6.6
03298,2.4
03299,12.3
03300,9.7
03301,4.3
03302,18.3
03303,13.2
03304,1.3
03305,6.5
03306,2.2
03307,17.6
03308,29.8
03309,11.3
03310,6.8
03311,21.9
03312,23.7
03313,18.2
03314,2.3
03315,5.3
03316,1.0
03317,26.4
03318,50.5
03319,17.0
03320,9.8
03321,1.1
04-01,76.4
04-02,72.3
04-03,10.7
04-04,23.9
04-05,11.9
04-06,33.7
04-07,25.7
04-08,24.2
04-11,38.2
04-12,31.0
04-13,47.6
04-14,28.7
04-15,48.6
04001,2.9
04004,41.3
04005,55.8
04006,93.4
04007,44.3
04008,33.3
04009,66.6
04012,26.6
04013,5.9
04016,55.9
04017,61.1
04018,20.8
04019,46.5
04020,41.3
04021,12.3
04022,30.2
04023,56.6
04024,37.6
04025,76.6
04026,41.4
04027,10.1
04028,34.0
04030,62.0
04031,24.2
04032,66.9
04033,42.3
04034,11.5
04035,32.8
04036,9.0
04037,47.0
04039,43.3
04040,53.5
04041,23.3
04042,57.2
04043,70.2
04045,32.3
04046,8.5
04047,6.3
04049,4.5
04050,58.3
04051,50.0
04053,17.4
04054,6.8
04055,35.0
04057,49.5
04058,25.5
04059,49.1
04061,70.8
04062,63.0
04063,7.8
04065,30.8
04066,6.9
04067,30.4
04068,19.4
04069,37.8
04070,5.8
04072,28.0
04073,89.9
04074,32.7
04075,25.2
04076,31.8
04077,45.0
04079,4.6
04081,58.2
04084,38.7
04085,29.5
04086,43.5
04087,34.7
04088,12.3
04090,56.7
04091,6.8
04092,53.4
04093,58.5
04094,63.6
04095,39.3
04096,58.8
04097,20.7
04099,65.0
04100,68.9
04101,42.3
04102,47.8
04104,45.7
04106,31.5
04107,84.6
04108,4.1
04109,34.1
04110,5.7
04111,19.5
04112,2.0
04113,18.5
04115,67.1
04116,8.0
04118,24.8
04120,49.2
04121,15.1
04122,18.5
04123,20.0
04124,50.9
04126,79.1
04127,9.3
04128,25.7
04129,35.2
04130,51.8
04132,37.8
04133,50.4
04134,25.7
04135,36.0
04136,53.9
04137,31.4
04138,31.0
04139,23.0
04140,54.3
04141,38.2
04142,58.1
04143,6.0
04144,38.8
04145,5.1
04148,57.9
04149,6.4
04150,22.9
04151,22.4
04152,8.0
04154,45.0
04155,63.5
04156,37.3
04157,28.5
04158,44.9
04159,59.2
04160,23.3
04161,63.0
04162,34.8
04163,33.5
04164,49.4
04166,24.1
04167,21.6
04169,32.4
04170,61.3
04171,61.6
04172,30.3
04173,33.3
04174,56.5
04175,33.7
04176,73.6
04177,25.0
04178,31.1
04179,58.6
04180,51.7
04181,28.5
04182,13.9
04183,49.9
04184,43.6
04186,67.1
04187,52.6
04188,16.1
04189,31.8
04190,24.2
04191,70.0
04192,23.7
04193,58.3
04194,39.9
04195,36.9
04197,3.8
04198,49.6
04199,35.8
04200,9.7
04201,45.7
04202,52.1
04203,71.5
04204,44.2
04205,59.4
04206,25.5
04207,27.0
04208,35.6
04209,4.8
04210,72.3
04211,11.4
04214,43.3
04216,30.5
04217,22.2
04218,72.4
04219,68.8
04220,49.7
04222,29.3
04224,53.6
04226,92.6
04227,49.3
04228,59.4
04229,35.5
04230,13.8
04231,24.6
04233,22.9
04234,25.4
04235,73.2
04236,62.6
04237,76.4
04240,78.2
04241,22.2
04242,7.3
04244,10.8
04245,5.4
05-01,72.6
05-02,74.3
05-03,79.5
05-04,40.8
05-05,72.1
05-10,78.2
05-11,21.1
05-12,66.5
05-13,39.0
05-14,15.8
05-15,33.5
05001,71.3
05003,66.6
05004,73.8
05005,27.7
05006,12.5
05007,74.9
05008,40.2
05009,47.4
05010,20.9
05011,10.9
05012,51.6
05013,26.6
05014,40.0
05016,31.1
05017,9.4
05018,6.8
05019,48.8
05021,26.5
05022,21.3
05023,26.6
05024,45.2
05025,26.1
05026,80.1
05027,62.3
05028,29.0
05029,41.9
05031,50.4
05032,60.2
05033,45.2
05034,15.3
05035,58.0
05036,33.5
05037,8.8
05038,55.2
05039,33.9
05040,27.7
05043,25.0
05044,71.9
05045,36.7
05046,36.6
05047,35.1
05048,47.2
05049,41.2
05050,18.7
05051,49.2
05052,33.0
05053,9.0
05054,26.4
05055,41.8
05056,25.7
05057,14.1
05058,55.2
05059,11.2
05060,32.7
05061,3.4
05062,51.9
05063,71.9
05064,64.9
05065,33.3
05066,40.0
05068,8.0
05069,38.0
05070,6.1
05071,18.1
05072,58.2
05073,6.5
05074,9.7
05075,36.4
05076,35.5
05077,79.5
05078,18.1
05079,78.4
05080,47.6
05081,46.8
05082,58.3
05084,13.7
05085,89.1
05086,52.9
05087,26.4
05088,64.6
05089,12.4
05090,38.2
05091,31.2
05092,9.6
05093,73.1
05094,63.6
05095,43.1
05096,90.5
05097,52.2
05098,91.7
05099,41.3
05100,9.9
05101,67.4
05102,48.9
05103,13.8
05104,37.9
05106,43.3
05107,32.7
05108,55.8
05109,35.2
05110,93.9
05111,36.6
05112,42.5
05113,6.4
05114,80.3
05115,23.9
05116,39.0
05117,39.5
05118,23.4
05119,90.6
05120,63.2
05121,31.0
05122,23.3
05123,22.3
05124,7.9
05126,29.7
05127,36.8
05128,30.3
05129,48.8
05130,67.8
05131,42.7
05132,33.5
05133,75.2
05134,36.8
05135,46.4
05136,41.3
05139,87.8
05140,25.0
05141,35.2
05142,51.1
05143,33.2
05144,52.3
05145,39.9
05146,47.8
05147,38.8
05148,26.8
05149,82.3
05150,58.4
05151,38.7
05152,58.1
05153,78.2
05154,46.2
05155,47.5
05156,56.5
05157,69.0
05158,55.0
05159,36.2
05160,33.8
05161,85.8
05162,6.9
05163,62.1
05164,61.6
05165,34.7
05166,30.8
05167,53.0
